A.a.d
click.dummer.notify_to_jabber.PreferencesActivity
click.dummer.rickapp.RickActivity
click.dummer.textthing.MainActivity
click.dummer.yidkey.MainActivity
co.garmax.materialflashlight.ui.PermissionsActivity
co.garmax.materialflashlight.ui.RootActivity
co.pxhouse.sas.android.activity.AssistActivity
com.a5corp.weather.GlobalActivity
com.a5corp.weather.activity.AboutActivity
com.a5corp.weather.activity.FirstLaunch
com.a5corp.weather.activity.LicenseActivity
com.a5corp.weather.activity.WeatherActivity
com.a5corp.weather.activity.settings.a
com.aa.mynotes.activities.AboutActivity
com.aa.mynotes.activities.EditorActivity
com.aa.mynotes.activities.MainActivity
com.aaronjwood.portauthority.activity.PreferencesActivity
com.adam.aslfms.ChangeThemeActivity
com.adam.aslfms.PermissionsActivity
com.adam.aslfms.StatusActivity
com.adam.aslfms.ViewCorrectionRulesActivity
com.adam.aslfms.ViewScrobbleCacheActivity
com.alexkang.loopboard.MainActivity
com.allansimon.verbisteandroid.DeconjugationActivity
com.allansimon.verbisteandroid.DisplayConjugationActivity
com.allansimon.verbisteandroid.MainActivity
com.ames.books.BookListActivity
com.anddevw.getchromium.AppCompatPreferenceActivity
com.anddevw.getchromium.GetChromium
com.android.billingclient.api.ProxyBillingActivity
com.android.launcher3.BaseActivity
com.android.launcher3.SettingsActivity
com.android.shellms.MainActivity
com.angryburg.uapp.activities.AndroidShortcuts
com.angryburg.uapp.activities.HiddenSettingsActivity
com.angryburg.uapp.activities.MainActivity
com.angrydoughnuts.android.alarmclock.AlarmClockActivity
com.angrydoughnuts.android.alarmclock.AlarmNotificationActivity
com.anpmech.launcher.activities.AboutActivity
com.anpmech.launcher.activities.SearchActivity
com.anpmech.launcher.activities.SettingsActivity
com.app.Zensuren.Anzeigesus
com.app.Zensuren.CheckData
com.app.Zensuren.FileChooser
com.app.Zensuren.Kursliste
com.app.Zensuren.LegeKursan
com.app.Zensuren.Noteneingabe
com.app.Zensuren.SaveData
com.app.Zensuren.Sitzplan
com.app.Zensuren.Stundenplan
com.app.Zensuren.SusZuteilen
com.app.Zensuren.Zensuren
com.app.Zensuren.abhaken
com.app.Zensuren.alleeintraegeanzeigen
com.app.Zensuren.aufgaben
com.app.Zensuren.fehlstundeneintragen
com.app.Zensuren.kursbuchansehen
com.app.Zensuren.kursbuchbearbeiten
com.app.Zensuren.kursbucheintragen
com.app.Zensuren.setzegesamtnote
com.aptasystems.dicewarepasswordgenerator.EnterDiceValuesActivity
com.aptasystems.dicewarepasswordgenerator.HelpActivity
com.aptasystems.dicewarepasswordgenerator.MainActivity
com.aragaer.jtt.JTTMainActivity
com.asksven.betterbatterystats.DashClockSettingsActivity
com.atr.tedit.TEditActivity
com.badlogic.gdx.backends.android.AndroidApplication
com.bamless.chromiumsweupdater.MainActivity
com.beckhamd.nasaimageryfetcher.activity.ImageActivity
com.beckhamd.nasaimageryfetcher.activity.InformationActivity
com.beckhamd.nasaimageryfetcher.activity.MainActivity
com.beckhamd.nasaimageryfetcher.activity.SettingsActivity
com.beemdevelopment.aegis.ui.ExitActivity
com.brentpanther.bitcoincashwidget.SettingsActivity
com.brentpanther.cryptowidget.SettingsActivity
com.brentpanther.ethereumwidget.SettingsActivity
com.brentpanther.litecoinwidget.SettingsActivity
com.brentpanther.philosopherstonewidget.SettingsActivity
com.bytesforge.linkasanote.about.AboutActivity
com.bytesforge.linkasanote.addeditaccount.AddEditAccountActivity
com.bytesforge.linkasanote.laano.LaanoActivity
com.bytesforge.linkasanote.laano.favorites.addeditfavorite.AddEditFavoriteActivity
com.bytesforge.linkasanote.laano.links.addeditlink.AddEditLinkActivity
com.bytesforge.linkasanote.laano.notes.addeditnote.AddEditNoteActivity
com.bytesforge.linkasanote.manageaccounts.ManageAccountsActivity
com.bytesforge.linkasanote.settings.SettingsActivity
com.bytesforge.linkasanote.synclog.SyncLogActivity
com.bytestemplar.tonedef.AboutActivity
com.bytestemplar.tonedef.ConfigActivity
com.bytestemplar.tonedef.ContactSelectActivity
com.bytestemplar.tonedef.MainActivity
com.bytestemplar.tonedef.d.c
com.chen.deskclock.AlarmSelectionActivity
com.chen.deskclock.BaseActivity
com.chen.deskclock.HandleApiCalls
com.chen.deskclock.HandleShortcuts
com.chen.deskclock.settings.ScreensaverSettingsActivity
com.chyrta.onboarder.OnboarderActivity
com.commonslab.commonslab.Activities.ImageDetailsActivity
com.commonslab.commonslab.Activities.LoginActivity
com.commonslab.commonslab.Activities.MainActivity
com.commonslab.commonslab.Activities.SplashScreenActivity
com.commonslab.commonslab.Activities.VideoPlayerActivity
com.coste.syncorg.EditNodeActivity
com.coste.syncorg.OrgNodeDetailActivity
com.coste.syncorg.OrgNodeListActivity
com.coste.syncorg.directory_chooser.DirectoryChooserActivity
com.coste.syncorg.directory_chooser.FolderPickerActivity
com.coste.syncorg.gui.CertificateConflictActivity
com.coste.syncorg.gui.FileDecryptionActivity
com.coste.syncorg.gui.SearchActivity
com.coste.syncorg.gui.outline.ConflictResolverActivity
com.coste.syncorg.gui.wizard.WizardActivity
com.coste.syncorg.gui.wizard.wizards.NoSyncWizard
com.coste.syncorg.gui.wizard.wizards.SDCardWizard
com.coste.syncorg.gui.wizard.wizards.SSHWizard
com.coste.syncorg.gui.wizard.wizards.WebDAVWizard
com.coste.syncorg.services.PermissionManagerActivity
com.coste.syncorg.settings.SettingsActivity
com.coste.syncorg.settings.synchronizers.SDCardSettingsActivity
com.coste.syncorg.settings.synchronizers.ScpSettingsActivity
com.coste.syncorg.settings.synchronizers.UbuntuOneSettingsActivity
com.coste.syncorg.settings.synchronizers.WebDAVSettingsActivity
com.danefinlay.ttsutil.ui.AboutActivity
com.danefinlay.ttsutil.ui.SpeakerActivity
com.danielkim.soundrecorder.activities.MainActivity
com.danielkim.soundrecorder.activities.SettingsActivity
com.danielstone.materialaboutlibrary.MaterialAboutActivity
com.danvelazco.fbwrapper.activity.BaseFacebookWebViewActivity
com.danvelazco.fbwrapper.preferences.FacebookPreferences
com.davidshewitt.admincontrol.a
com.developerfromjokela.motioneyeclient.ui.activities.CameraViewer
com.developerfromjokela.motioneyeclient.ui.activities.DeviceSettings
com.developerfromjokela.motioneyeclient.ui.activities.FullCameraViewer
com.developerfromjokela.motioneyeclient.ui.activities.MainActivity
com.developerfromjokela.motioneyeclient.ui.activities.MovieView
com.developerfromjokela.motioneyeclient.ui.setup.activities.SetupStartScreen
com.digitalfishfun.openshift.MainActivity
com.dkanada.chip.activities.MainActivity
com.dkanada.chip.activities.SettingsActivity
com.dkanada.gramophone.views.shortcuts.AppShortcutLauncherActivity
com.dkanada.openapk.activities.ThemeActivity
com.dosse.bwentrain.androidPlayer.AboutActivity
com.dosse.bwentrain.androidPlayer.BrowserActivity
com.dosse.bwentrain.androidPlayer.CommunityActivity
com.dosse.bwentrain.androidPlayer.DetailsActivity
com.dosse.bwentrain.androidPlayer.Intro2Activity
com.dosse.bwentrain.androidPlayer.IntroActivity
com.dosse.bwentrain.androidPlayer.MainActivity
com.dosse.bwentrain.androidPlayer.SettingsActivity
com.dosse.chromiumautoupdater.AppCompatPreferenceActivity
com.dosse.chromiumautoupdater.ChromiumAlreadyInstalledActivity
com.dosse.chromiumautoupdater.EnableNonMarketAppsActivity
com.dosse.chromiumautoupdater.IntroActivity
com.dosse.chromiumautoupdater.MainActivity
com.dosse.chromiumautoupdater.Settings2Activity
com.dosse.chromiumautoupdater.SettingsActivity
com.dosse.chromiumautoupdater.ShowErrorActivity
com.dosse.dozeoff.MainActivity
com.ds.avare.AirportActivity
com.ds.avare.ChartsDownloadActivity
com.ds.avare.ChecklistActivity
com.ds.avare.FaaFileActivity
com.ds.avare.LocationActivity
com.ds.avare.MainActivity
com.ds.avare.MessageActivity
com.ds.avare.NearestActivity
com.ds.avare.PfdActivity
com.ds.avare.PlanActivity
com.ds.avare.PlatesActivity
com.ds.avare.PlatesTagActivity
com.ds.avare.PrefActivity
com.ds.avare.RegisterActivity
com.ds.avare.SatelliteActivity
com.ds.avare.SearchActivity
com.ds.avare.ThreeDActivity
com.ds.avare.WebActivity
com.ds.avare.WnbActivity
com.dynamite.heaterrc.SHtabWidget
com.dynamite.heaterrc.commonActivity
com.ebaschiera.triplecamel.ShareActivity
com.elsdoerfer.android.autostarts.HelpActivity
com.elsdoerfer.android.autostarts.ListActivity
com.emmanuelmess.simpleaccounting.activities.MonthActivity
com.eneko.hexcolortimewallpaper.MainActivity
com.enrico.earthquake.AboutActivity
com.enrico.earthquake.MainActivity
com.enrico.earthquake.batterysimplysolid.AboutActivity
com.enrico.earthquake.batterysimplysolid.PreferenceActivity
com.enrico.filemanager.MainActivity
com.example.android.supportv7.app.AppCompatPreferenceActivity
com.example.hochi.nextcompanion.LoginActivity
com.example.hochi.nextcompanion.MainActivity
com.example.hochi.nextcompanion.RentActivity
com.example.hochi.nextcompanion.ReturnActivity
com.example.tobiastrumm.freifunkautoconnect.InfoActivity
com.example.tobiastrumm.freifunkautoconnect.MainActivity
com.example.tobiastrumm.freifunkautoconnect.SettingsActivity
com.example.tomek.notepad.MainActivity
com.example.tomek.notepad.NoteActivity
com.fabienli.dokuwiki.AppCompatPreferenceActivity
com.fairphone.checkup.MainActivity
com.fake.android.torchlight.AppCompatPreferenceActivity
com.fake.android.torchlight.AutoFlashActivity
com.fake.android.torchlight.FlashActivity
com.fake.android.torchlight.MainActivity
com.farmerbb.notepad.activity.SettingsActivity
com.farmerbb.taskbar.activity.ContextMenuActivity
com.farmerbb.taskbar.activity.DashboardActivity
com.farmerbb.taskbar.activity.DummyActivity
com.farmerbb.taskbar.activity.HSLActivity
com.farmerbb.taskbar.activity.IconPackApplyActivity
com.farmerbb.taskbar.activity.InvisibleActivity
com.farmerbb.taskbar.activity.InvisibleActivityFreeform
com.farmerbb.taskbar.activity.KeyboardShortcutActivity
com.farmerbb.taskbar.activity.KeyboardShortcutActivityLockDevice
com.farmerbb.taskbar.activity.NavigationBarButtonsActivity
com.farmerbb.taskbar.activity.PersistentShortcutLaunchActivity
com.farmerbb.taskbar.activity.ShortcutActivity
com.farmerbb.taskbar.activity.StartTaskbarActivity
com.farmerbb.taskbar.activity.TouchAbsorberActivity
com.farmerbb.taskbar.activity.a
com.farmerbb.taskbar.activity.c
com.fdossena.speedtest.ui.MainActivity
com.forrestguice.suntimeswidget.AboutActivity
com.forrestguice.suntimeswidget.SuntimesActivity
com.forrestguice.suntimeswidget.SuntimesConfigActivity0
com.forrestguice.suntimeswidget.SuntimesSettingsActivity
com.forrestguice.suntimeswidget.SuntimesWidgetListActivity
com.forrestguice.suntimeswidget.actions.ActionListActivity
com.forrestguice.suntimeswidget.alarmclock.ui.AlarmClockActivity
com.forrestguice.suntimeswidget.alarmclock.ui.AlarmDismissActivity
com.forrestguice.suntimeswidget.alarmclock.ui.AlarmEditActivity
com.forrestguice.suntimeswidget.calendar.SuntimesCalendarActivity
com.forrestguice.suntimeswidget.calendar.ui.SuntimesCalendarErrorActivity
com.forrestguice.suntimeswidget.getfix.PlacesActivity
com.forrestguice.suntimeswidget.settings.colors.ColorActivity
com.forrestguice.suntimeswidget.themes.WidgetThemeConfigActivity
com.forrestguice.suntimeswidget.themes.WidgetThemeListActivity
com.fr3ts0n.stagefever.MainActivity
com.fr3ts0n.stagefever.SettingsActivity
com.freshollie.monkeyboard.keystoneradio.ui.PlayerActivity
com.freshollie.monkeyboard.keystoneradio.ui.SettingsActivity
com.futurice.android.reservator.CheckPermissionsActivity
com.futurice.android.reservator.ReservatorActivity
com.gabm.fancyplaces.ui.MainWindow
com.gabm.fancyplaces.ui.ShowEditPlace
com.gabm.tapandturn.ui.MainActivity
com.games.boardgames.aeonsend.GeneratedSetupActivity
com.games.boardgames.aeonsend.MainActivity
com.gbeatty.arxivexplorer.main.MainActivity
com.gbeatty.arxivexplorer.settings.a
com.geecko.QuickLyric.AboutActivity
com.geecko.QuickLyric.MainActivity
com.geecko.QuickLyric.SearchActivity
com.geecko.QuickLyric.SettingsActivity
com.germainz.identiconizer.AppCompatPreferenceActivity
com.germainz.identiconizer.ContactsListActivity
com.germainz.identiconizer.ErrorsListActivity
com.gimranov.zandy.app.AttachmentActivity
com.gimranov.zandy.app.CollectionActivity
com.gimranov.zandy.app.CollectionMembershipActivity
com.gimranov.zandy.app.CreatorActivity
com.gimranov.zandy.app.DrawerNavigationActivity
com.gimranov.zandy.app.ItemActivity
com.gimranov.zandy.app.ItemDataActivity
com.gimranov.zandy.app.LookupActivity
com.gimranov.zandy.app.MainActivity
com.gimranov.zandy.app.NoteActivity
com.gimranov.zandy.app.RequestActivity
com.gimranov.zandy.app.SettingsActivity
com.gimranov.zandy.app.TagActivity
com.github.bijoysingh.starter.activity.TabbedActivity
com.github.bijoysingh.starter.activity.ViewPagerActivity
com.github.cetoolbox.CEToolboxActivity
com.github.cetoolbox.fragments.tabs.AboutActivity
com.github.cetoolbox.fragments.tabs.ConductivityActivity
com.github.cetoolbox.fragments.tabs.FlowrateActivity
com.github.cetoolbox.fragments.tabs.InjectionActivity
com.github.cetoolbox.fragments.tabs.MobilityActivity
com.github.cetoolbox.fragments.tabs.ViscosityActivity
com.github.characterdog.share_my_number.AppCompatPreferenceActivity
com.github.dfa.diaspora_android.ui.theme.ThemedActivity
com.github.funkyg.funkytunes.activities.BaseActivity
com.github.funkyg.funkytunes.activities.LicenseActivity
com.github.funkyg.funkytunes.activities.SettingsActivity
com.github.gianlucanitti.expreval.ExprEval
com.github.gianlucanitti.expreval.ExprEvalDialog
com.github.niccokunzmann.hanumanchalisa.MainActivity
com.github.niccokunzmann.hanumanchalisa.MantraList
com.github.niccokunzmann.hanumanchalisa.b
com.github.niqdev.ipcam.settings.AppCompatPreferenceActivity
com.github.palmcalc2019.clock.AddTimeZone
com.github.palmcalc2019.palmcalc.UserSettingActivity
com.github.palmcalc2019.scientific.Demoscreen
com.github.paolorotolo.appintro.AppIntroBase
com.github.paolorotolo.appintro.a
com.github.postapczuk.lalauncher.FavouriteAppsActivity
com.github.postapczuk.lalauncher.InstalledAppsActivity
com.github.rsteube.t4.T4Launcher
com.github.ruleant.getback_gps.AboutActivity
com.github.ruleant.getback_gps.AbstractGetBackGpsActivity
com.github.ruleant.getback_gps.SettingsActivity
com.github.siggel.coordinatejoker.b
com.github.sryze.wirebug.AppCompatPreferenceActivity
com.github.yeriomin.smsscheduler.activity.AddSmsActivity
com.github.yeriomin.smsscheduler.activity.SmsListActivity
com.github.yeriomin.smsscheduler.activity.SmsSchedulerPreferenceActivity
com.github.yeriomin.yalpstore.BaseActivity
com.github.yeriomin.yalpstore.BugReportActivity
com.github.yeriomin.yalpstore.FullscreenImageActivity
com.github.yeriomin.yalpstore.PreferenceActivity
com.github.ympavlov.minidoro.PomodoroActivity
com.github.ympavlov.minidoro.PreferencesActivity
com.gmail.afonsotrepa.pocketgopher.HistoryActivity
com.gmail.afonsotrepa.pocketgopher.MainActivity
com.gmail.afonsotrepa.pocketgopher.gopherclient.Activity.MenuActivity
com.gmail.afonsotrepa.pocketgopher.gopherclient.Activity.TextFileActivity
com.goltzkiste.guessaday.AppCompatPreferenceActivity
com.goltzkiste.guessaday.MainActivity
com.google.androidbrowserhelper.trusted.FocusActivity
com.google.androidbrowserhelper.trusted.LauncherActivity
com.google.androidbrowserhelper.trusted.ManageDataLauncherActivity
com.google.androidbrowserhelper.trusted.WebViewFallbackActivity
com.grarak.kerneladiutor.activities.BaseActivity
com.grarak.kerneladiutor.activities.StartActivity
com.grarak.kerneladiutor.activities.StartActivityMaterial
com.grarak.kerneladiutor.views.NavHeaderView$MainHeaderActivity
com.greenaddress.abcore.PeerActivity
com.gtp.showapicturetoyourfriend.receiverpictureactivity
com.haringeymobile.ukweather.l
com.hayaisoftware.launcher.activities.AboutActivity
com.hayaisoftware.launcher.activities.SearchActivity
com.hayaisoftware.launcher.activities.SettingsActivity
com.heb12.heb12.MainActivity
com.heinrichreimersoftware.androidissuereporter.IssueReporterActivity
com.hobbyone.HashDroid.CompareActivity
com.hobbyone.HashDroid.FileActivity
com.hobbyone.HashDroid.MainActivity
com.hobbyone.HashDroid.TextActivity
com.holokenmod.MainActivity
com.holokenmod.SaveGameListActivity
com.holokenmod.SettingsActivity
com.holokenmod.StatsActivity
com.ibrahimyousre.resumebuilder.EditActivity
com.ibrahimyousre.resumebuilder.MainActivity
com.icechen1.notable.library.DetailActivity
com.icechen1.notable.library.HistoryActivity
com.icechen1.notable.library.MainActivity
com.indieweb.indigenous.users.AuthActivity
com.internalpositioning.find3.find3app.MainActivity
com.itds.sms.ping.MainActivity
com.itds.sms.ping.StoreActivity
com.iven.lfflfeedreader.infoact.AboutActivity
com.iven.lfflfeedreader.infoact.InfoActivity
com.iven.lfflfeedreader.mainact.ArticleActivity
com.iven.lfflfeedreader.mainact.ArticlePage
com.iven.lfflfeedreader.mainact.ListActivity
com.iven.lfflfeedreader.mainact.SplashActivity
com.j256.ormlite.android.apptools.OrmLiteBaseActivity
com.j256.ormlite.android.apptools.OrmLiteBaseActivityGroup
com.j256.ormlite.android.apptools.OrmLiteBaseListActivity
com.j256.ormlite.android.apptools.OrmLiteBaseTabActivity
com.jakewharton.processphoenix.ProcessPhoenix
com.jaredrummler.cyanea.n.d
com.javiersantos.whatsappbetaupdater.activities.MainActivity
com.jeffliu.balancetheball.GameActivity
com.jensdriller.contentproviderhelper.ui.activity.BaseActivity
com.jensdriller.contentproviderhelper.ui.activity.PreferenceActivity
com.jmstudios.chibe.ChibeActivity
com.jmstudios.redmoon.widget.ShortcutCreationActivity
com.journeyapps.barcodescanner.CaptureActivity
com.jovial.jrpn.fmAbout
com.jovial.jrpn.fmBackPanel
com.jovial.jrpn.fmConfigure
com.jovial.jrpn.fmMain
com.jstappdev.dbclf.SimpleListActivity
com.jvillalba.apod.classic.activities.ImageActivity
com.jvillalba.apod.classic.activities.MainActivity
com.jvillalba.apod.classic.activities.ViewActivity
com.jvillalba.apod.md.activities.ImageActivity
com.jvillalba.apod.md.activities.MainActivity
com.jvillalba.apod.md.activities.ViewActivity
com.kabouzeid.gramophone.appshortcuts.AppShortcutLauncherActivity
com.kaeruct.gotosleep.MainActivity
com.kaliturin.blacklist.activities.CustomFragmentActivity
com.kaliturin.blacklist.activities.MainActivity
com.kanedias.vanilla.plugins.DialogActivity
com.karumi.dexter.DexterActivity
com.khuttun.notificationnotes.ThemedActivity
com.knirirr.beecount.CalculateActivity
com.knirirr.beecount.CountOptionsActivity
com.knirirr.beecount.CountingActivity
com.knirirr.beecount.EditProjectActivity
com.knirirr.beecount.ListProjectActivity
com.knirirr.beecount.NewProjectActivity
com.knirirr.beecount.SettingsActivity
com.knirirr.beecount.WelcomeActivity
com.lako.moclock.MainActivity
com.launcher.silverfish.launcher.LauncherActivity
com.lb.material_preferences_library.AppCompatPreferenceActivity
com.leafdigital.kanji.android.KanjiActivity
com.leafdigital.kanji.android.KanjiPreferenceActivity
com.liato.bankdroid.LockableActivity
com.liato.bankdroid.LockablePreferenceActivity
com.liato.bankdroid.lockpattern.ChooseLockPattern
com.liato.bankdroid.lockpattern.ChooseLockPatternExample
com.liato.bankdroid.lockpattern.ChooseLockPatternTutorial
com.liato.bankdroid.lockpattern.ConfirmLockPattern
com.llamacorp.equate.view.CalcActivity
com.llamacorp.equate.view.SettingsActivity
com.markusborg.ui.GhostingActivity
com.markusborg.ui.MainActivity
com.markusborg.ui.ResultsActivity
com.markusborg.ui.SplashScreenActivity
com.mathi_amorim.emmanuel.metrictime.MainActivity
com.mathi_amorim.emmanuel.metrictime.SettingsActivity
com.mattermost.mattermost.AppActivity
com.mattgmg.miracastwidget.MainActivity
com.maubis.scarlet.base.support.ui.ThemedActivity
com.maxistar.textpad.FileDialog
com.maxistar.textpad.activities.SettingsActivity
com.mde.potdroid.LauncherActivity
com.mde.potdroid.SettingsActivity
com.mde.potdroid.a
com.mikepenz.aboutlibraries.ui.LibsActivity
com.mobile.bummerzaehler.CreatePlayerActivity
com.mobile.bummerzaehler.ParentActivity
com.mookie.circo.MainActivity
com.moonpi.swiftnotes.EditActivity
com.moonpi.swiftnotes.MainActivity
com.movim.movim.MainActivity
com.movim.movim.ShareActivity
com.movim.movim.VisioActivity
com.mrbimc.selinux.MainActivity
com.mrbimc.selinux.ShortcutActivity
com.msapps.touchdetector.MainActivity
com.murrayc.galaxyzoo.app.SettingsActivity
com.murrayc.galaxyzoo.app.a
com.murrayc.galaxyzoo.app.ca
com.mustupid.metronome.MetronomeActivity
com.mustupid.pitch_pipe.PitchPipeActivity
com.mystro256.autooffbluetooth.MainActivity
com.nbossard.packlist.gui.AboutActivity
com.nbossard.packlist.gui.HelpThirdPartyActivity
com.nbossard.packlist.gui.MainActivity
com.nbossard.packlist.gui.MainActivityForTest
com.nbossard.packlist.gui.SettingsActivity
com.nephi.getoffyourphone.Main
com.nephi.getoffyourphone.locked
com.nephi.getoffyourphone.selected_apps
com.nephi.getoffyourphone.settings
com.nicue.onetwo.MainActivity
com.nononsenseapps.filepicker.a
com.notecrypt.ui.EditNoteActivity
com.notecrypt.ui.MainActivity
com.notecrypt.ui.ReadNoteActivity
com.notecrypt.ui.SearchResultsActivity
com.notecrypt.ui.SelectDatabaseActivity
com.notecrypt.ui.SettingsActivity
com.onest8.onetimepad.MainActivity
com.palliser.nztides.NZTides
com.phikal.regex.Activities.GameActivity
com.phikal.regex.Activities.HelloActivity
com.phikal.regex.Activities.Settings.GameModeSettingsActivity
com.phikal.regex.Activities.Settings.MainSettingsActivity
com.philliphsu.clock2.BaseActivity
com.phpsysinfo.activity.HostListActivity
com.phpsysinfo.activity.PSIActivity
com.phpsysinfo.activity.PSIPreferencesActivity
com.pilot51.voicenotify.AppListActivity
com.pilot51.voicenotify.MainActivity
com.pindroid.activity.AddBookmark
